4.6622271,0.4598401,-0.2664545,0.6422811,0.5186937,-0.2505862,0.6925793,0.5438075,-0.282605,0.7427399,0.5438075,-0.282605,0.7427399
4.7161938,0.4597533,-0.2664676,0.6421933,0.5195185,-0.2493561,0.6956335,0.539445,-0.2849346,0.7308051,0.539445,-0.2849346,0.7308051
4.7372689,0.4597207,-0.2665373,0.6421993,0.5186397,-0.2493351,0.6943539,0.536666,-0.2866229,0.7159314,0.536666,-0.2866229,0.7159314
4.7522589,0.4645596,-0.2692149,0.6328134,0.5188861,-0.2490988,0.6934937,0.5392954,-0.285029,0.7364665,0.5392954,-0.285029,0.7364665
4.7852392,0.462732,-0.2680429,0.6362047,0.5196896,-0.2482676,0.6949865,0.5389303,-0.284834,0.7454767,0.5389303,-0.284834,0.7454767
4.8192221,0.4651575,-0.2690143,0.6314825,0.5195042,-0.2474217,0.6934006,0.5530434,-0.1694819,0.649473,0.5530434,-0.1694819,0.649473
4.8541965,0.4661707,-0.2691478,0.6293778,0.5189859,-0.2477454,0.6930704,0.5534229,-0.1694711,0.6493347,0.5534229,-0.1694711,0.6493347
4.885179,0.4670427,-0.2692249,0.6274493,0.5192324,-0.2472503,0.6921965,0.5513481,-0.1676897,0.6484395,0.5513481,-0.1676897,0.6484395
4.9191576,0.4680506,-0.2690835,0.6255255,0.5203086,-0.2463417,0.6920113,0.5529287,-0.1690598,0.6483885,0.5529287,-0.1690598,0.6483885
4.9521354,0.4697109,-0.2691487,0.6229202,0.5215689,-0.2462307,0.6918724,0.5545949,-0.1664836,0.6463103,0.5545949,-0.1664836,0.6463103
4.9861387,0.4708928,-0.2690408,0.6210746,0.5220704,-0.2455108,0.6890935,0.5558671,-0.1646403,0.6430691,0.5558671,-0.1646403,0.6430691
5.019217,0.4721237,-0.2688241,0.6185942,0.5232017,-0.2447633,0.685789,0.5570334,-0.1619187,0.6389248,0.5570334,-0.1619187,0.6389248
5.0522278,0.4741006,-0.2685806,0.6147026,0.523818,-0.2435748,0.681717,0.5554922,-0.1599992,0.633376,0.5554922,-0.1599992,0.633376
5.0852051,0.476324,-0.2675246,0.6095182,0.5247821,-0.2423387,0.676422,0.554709,-0.1588784,0.6284962,0.554709,-0.1588784,0.6284962
5.1191842,0.4790196,-0.2666288,0.6055045,0.5252299,-0.241852,0.6741603,0.5533603,-0.1603749,0.6244624,0.5533603,-0.1603749,0.6244624
5.1541625,0.4751531,-0.2616686,0.6136085,0.5260906,-0.2401666,0.6715816,0.5556885,-0.1563043,0.6212286,0.5556885,-0.1563043,0.6212286
