0,3003261 -0,143872 0,3599363 0,3180701 -0,1479339 0,3736036 0,3476838 -0,1358871 0,4165953
0,3010132 -0,1438088 0,3598349 0,2952722 -0,1477753 0,3627872 0,3243413 -0,1372191 0,4089352
0,3012589 -0,1437279 0,3597015 0,2951732 -0,1483817 0,3644522 0,3219277 -0,1368122 0,4104753
0,3013555 -0,1438077 0,3597135 0,2926219 -0,14847 0,3611612 0,322298 -0,1366601 0,4074767
0,301522 -0,1434647 0,3609082 0,2932746 -0,148061 0,3631172 0,3250679 -0,1363313 0,4091689
0,3014476 -0,1434047 0,3607068 0,2932217 -0,1483217 0,3609631 0,3213997 -0,1351575 0,406188
0,3016981 -0,1431302 0,3609482 0,2923782 -0,1475255 0,3632873 0,3218877 -0,1357287 0,4077395
0,3016716 -0,1430713 0,3610531 0,2918504 -0,1475883 0,3627047 0,3238847 -0,1359354 0,4101197
0,3017379 -0,1429691 0,3611622 0,2927611 -0,1479317 0,3626255 0,3225271 -0,1362995 0,4099239
0,3019696 -0,1430585 0,3610225 0,2930591 -0,147697 0,3624299 0,3202654 -0,1356115 0,4073325
0,3023878 -0,1437126 0,3606099 0,2917937 -0,1473185 0,3633753 0,320827 -0,135278 0,4097219
0,3023356 -0,1436891 0,3605957 0,292156 -0,1482826 0,3613782 0,3242106 -0,1358432 0,4104377
0,3023698 -0,1436876 0,3606279 0,2914943 -0,1481242 0,361746 0,3167254 -0,1369747 0,4023342
0,3024936 -0,1438117 0,3605224 0,290624 -0,1477846 0,3624785 0,3193345 -0,1367218 0,4044635
0,3023813 -0,1439425 0,3605349 0,2902797 -0,1480351 0,3615328 0,3221139 -0,1366396 0,4054423
0,3027351 -0,1441317 0,3602704 0,2924116 -0,1478404 0,361567 0,3208017 -0,136201 0,4057674
0,302596 -0,1440752 0,360299 0,2909468 -0,1479197 0,3616211 0,3215032 -0,1360047 0,4077189
0,3025665 -0,1441345 0,3604022 0,2914708 -0,1473441 0,3631107 0,3214552 -0,1360371 0,4065897
0,3028722 -0,1438642 0,3605205 0,2902441 -0,1476959 0,3611887 0,3194011 -0,1373098 0,4030526
0,3028302 -0,1438878 0,3604932 0,2920336 -0,1478419 0,3608626 0,3194411 -0,1370014 0,4025298
0,3027639 -0,1438956 0,3604961 0,2907672 -0,1472653 0,3630135 0,3213848 -0,1363411 0,4077888
0,3026218 -0,1438902 0,3604127 0,2922043 -0,1474828 0,3614409 0,3212069 -0,1361661 0,4062589
0,3026203 -0,1439008 0,3603745 0,2904848 -0,1482409 0,3584805 0,31697 -0,1366723 0,3999362
0,3028195 -0,1437523 0,3604534 0,2916065 -0,1477928 0,3589609 0,3213758 -0,1354417 0,4063441
0,3033652 -0,1435102 0,3604095 0,290849 -0,1481704 0,3591335 0,3206215 -0,1360078 0,3992334
0,3033023 -0,143454 0,3603375 0,29197 -0,1474283 0,3606626 0,3206943 -0,1358994 0,4048472
0,3031127 -0,1434512 0,3602286 0,2934029 -0,1481682 0,3603185 0,3200576 -0,1350136 0,4068907
0,3029212 -0,1434988 0,3601944 0,2948674 -0,1485085 0,3602937 0,321297 -0,135126 0,4056977
0,298786 -0,1337931 0,3580961 0,2944763 -0,1481338 0,3603358 0,3240367 -0,1332869 0,4069654
0,2972623 -0,13082 0,3573317 0,2932632 -0,1477189 0,3613285 0,3225892 -0,1367957 0,4015004
0,2971936 -0,1308768 0,3556453 0,2947383 -0,1481954 0,3591095 0,3225224 -0,1340542 0,4057341
0,2973187 -0,1305767 0,3542594 0,2960443 -0,1485403 0,3593282 0,3253385 -0,136343 0,3995833
0,3002207 -0,135313 0,3525081 0,2949444 -0,1482389 0,3580077 0,322124 -0,135974 0,4024698
0,3008852 -0,1376623 0,3553324 0,293474 -0,1472534 0,3573955 0,3211818 -0,133442 0,4006884
0,3013593 -0,1394098 0,357736 0,292992 -0,1469272 0,3568322 0,3193605 -0,134223 0,3978767
0,3017981 -0,1402556 0,3582226 0,2958354 -0,1459253 0,3573573 0,3239849 -0,1295997 0,4036053
0,3018649 -0,1403446 0,3585145 0,293945 -0,1460227 0,3559408 0,3215904 -0,1349112 0,392497
