2.0723522,0.3461607,-0.3175269,0.3836326,0.5391824,-0.2960704,0.3782113,0.5944074,-0.3360705,0.3971305,0.5944074,-0.3360705,0.3971305
2.1353124,0.3461235,-0.317432,0.3836176,0.5373583,-0.2968009,0.3790227,0.5544937,-0.2305339,0.3638984,0.5544937,-0.2305339,0.3638984
2.1563236,0.346498,-0.3173792,0.3836633,0.5390967,-0.2963246,0.3792173,0.5560012,-0.2293836,0.3644081,0.5560012,-0.2293836,0.3644081
2.1902797,0.3464485,-0.3173676,0.3836953,0.538175,-0.2969802,0.3793034,0.5545051,-0.2300921,0.3637613,0.5545051,-0.2300921,0.3637613
2.2812231,0.3479342,-0.3175046,0.3835286,0.5370867,-0.2957656,0.378797,0.5546743,-0.2289277,0.3635257,0.5546743,-0.2289277,0.3635257
2.2902168,0.3507882,-0.3179774,0.3832343,0.5368788,-0.2976299,0.3793637,0.5538285,-0.2309172,0.3640439,0.5538285,-0.2309172,0.3640439
2.3241959,0.353227,-0.3183632,0.3829752,0.5352163,-0.2966114,0.3785743,0.553983,-0.2301944,0.3634111,0.553983,-0.2301944,0.3634111
2.3561749,0.3550673,-0.3186332,0.3828408,0.5355954,-0.2972285,0.3790215,0.5533488,-0.2308269,0.3636959,0.5533488,-0.2308269,0.3636959
2.3881578,0.356185,-0.3188338,0.382707,0.5353494,-0.2973057,0.378929,0.5536458,-0.2316185,0.3639485,0.5536458,-0.2316185,0.3639485
2.4221344,0.3572621,-0.3189993,0.3825759,0.536168,-0.2969535,0.378909,0.5539122,-0.2302408,0.3634369,0.5539122,-0.2302408,0.3634369
2.4561135,0.3585505,-0.3191784,0.3824581,0.5362417,-0.2972791,0.3790309,0.5537158,-0.23023,0.363332,0.5537158,-0.23023,0.363332
2.4880945,0.3594838,-0.3193061,0.3823616,0.536072,-0.2977375,0.3791523,0.5528451,-0.2320702,0.3637553,0.5528451,-0.2320702,0.3637553
2.5231317,0.3600844,-0.3194179,0.3822749,0.5350348,-0.2970783,0.3789225,0.5536534,-0.2306124,0.363467,0.5536534,-0.2306124,0.363467
2.5561123,0.3606422,-0.3194912,0.3822005,0.5363945,-0.2975357,0.3792613,0.5538095,-0.2302378,0.3637035,0.5538095,-0.2302378,0.3637035
2.5890907,0.3610773,-0.3195513,0.3821355,0.5377582,-0.2971992,0.3793832,0.5541873,-0.2299004,0.3638453,0.5541873,-0.2299004,0.3638453
2.6280678,0.3614935,-0.3196486,0.3820434,0.5364432,-0.2974163,0.3792977,0.5538826,-0.229949,0.3636308,0.5538826,-0.229949,0.3636308
2.6560486,0.3619494,-0.3197116,0.3819883,0.5369413,-0.2974575,0.3795483,0.5543206,-0.2297129,0.3638451,0.5543206,-0.2297129,0.3638451
2.6880301,0.3622667,-0.319765,0.3819525,0.5361379,-0.2978068,0.3796043,0.5535725,-0.2308695,0.3640765,0.5535725,-0.2308695,0.3640765
2.7230086,0.3626052,-0.31979,0.3819116,0.5334809,-0.2964897,0.379035,0.5492089,-0.2330874,0.3643607,0.5492089,-0.2330874,0.3643607
2.7560282,0.3628843,-0.3198414,0.3818926,0.537035,-0.2973525,0.3793417,0.5545472,-0.2297264,0.3640525,0.5545472,-0.2297264,0.3640525
2.7890077,0.3631215,-0.3198709,0.3818736,0.5361614,-0.2972571,0.3793728,0.5533599,-0.2305543,0.3637813,0.5533599,-0.2305543,0.3637813
2.8229862,0.3637974,-0.3199609,0.3817863,0.5369624,-0.2972718,0.379505,0.5528004,-0.2308065,0.3637736,0.5528004,-0.2308065,0.3637736
2.8559652,0.3640889,-0.3200078,0.3817551,0.5373815,-0.2970005,0.3793657,0.5531306,-0.2303773,0.3635504,0.5531306,-0.2303773,0.3635504
2.8889452,0.3648679,-0.3201233,0.38165,0.5373768,-0.2971886,0.3798161,0.553779,-0.2297791,0.3639463,0.553779,-0.2297791,0.3639463
2.9229253,0.3654681,-0.3202201,0.3816219,0.5373192,-0.296671,0.3794906,0.5531563,-0.2303034,0.3635752,0.5531563,-0.2303034,0.3635752
2.9559046,0.3656142,-0.3202481,0.3816156,0.5365938,-0.2972916,0.3794435,0.5524465,-0.230873,0.3637773,0.5524465,-0.230873,0.3637773
2.9888841,0.3657732,-0.3202626,0.3816186,0.5371749,-0.2967136,0.3794549,0.5531596,-0.2303151,0.3635895,0.5531596,-0.2303151,0.3635895
3.022865,0.3659264,-0.3202227,0.3816153,0.5366051,-0.2964525,0.3791701,0.5530835,-0.2303232,0.3636103,0.5530835,-0.2303232,0.3636103
3.0558673,0.3660381,-0.3202115,0.3816344,0.5385509,-0.2960499,0.3796965,0.5530543,-0.2304802,0.3636726,0.5530543,-0.2304802,0.3636726
3.0888466,0.3661764,-0.3202318,0.3815736,0.5372887,-0.2969058,0.3792104,0.5531352,-0.2302292,0.3636191,0.5531352,-0.2302292,0.3636191
3.1538239,0.3663509,-0.3202574,0.3815487,0.5361863,-0.2974429,0.3791328,0.5524151,-0.2321252,0.3643865,0.5524151,-0.2321252,0.3643865
3.161819,0.3667586,-0.320313,0.3814694,0.5354384,-0.2976236,0.3790705,0.5510708,-0.2343901,0.3645305,0.5510708,-0.2343901,0.3645305
3.1898022,0.3668455,-0.3203402,0.3814565,0.5354714,-0.2973197,0.3787129,0.5508786,-0.2344074,0.364471,0.5508786,-0.2344074,0.364471
3.2248863,0.3669345,-0.3203363,0.3814437,0.5353249,-0.2965362,0.3783811,0.5523738,-0.2317034,0.3641582,0.5523738,-0.2317034,0.3641582
3.2568931,0.3670015,-0.3204251,0.3813381,0.5345043,-0.296697,0.3779932,0.5490674,-0.235169,0.3627965,0.5490674,-0.235169,0.3627965
3.288871,0.3672082,-0.3204473,0.3813239,0.5342687,-0.2963125,0.3783371,0.549085,-0.2356868,0.3635397,0.549085,-0.2356868,0.3635397
3.3229349,0.3677189,-0.320538,0.3812596,0.5344568,-0.297691,0.3786656,0.548622,-0.2358491,0.3634003,0.548622,-0.2358491,0.3634003
3.3559147,0.3679823,-0.3205752,0.3812366,0.5349922,-0.2971964,0.3787224,0.5494658,-0.2352882,0.3635962,0.5494658,-0.2352882,0.3635962
3.3898948,0.3681419,-0.3205505,0.3811808,0.5365102,-0.296884,0.3794011,0.5514939,-0.2329081,0.3641102,0.5514939,-0.2329081,0.3641102
3.4248737,0.3681267,-0.3204773,0.3811488,0.5357859,-0.2970441,0.3794873,0.5506746,-0.2342328,0.3641943,0.5506746,-0.2342328,0.3641943
3.4568531,0.368296,-0.3204585,0.3810817,0.536077,-0.2964283,0.3791808,0.5510552,-0.232925,0.3641999,0.5510552,-0.232925,0.3641999
3.4898339,0.3683937,-0.3204539,0.3810695,0.5370718,-0.2966451,0.3795912,0.5508296,-0.2338092,0.3642136,0.5508296,-0.2338092,0.3642136
3.5248107,0.3684183,-0.3204488,0.3810698,0.5377914,-0.2967381,0.3797174,0.550988,-0.2337529,0.3642791,0.550988,-0.2337529,0.3642791
3.5558154,0.3684601,-0.3204555,0.3810439,0.5366383,-0.2956369,0.3792495,0.5510973,-0.2327549,0.3638882,0.5510973,-0.2327549,0.3638882
3.5897963,0.3685206,-0.3204668,0.3810278,0.5359831,-0.2961347,0.3790177,0.5510402,-0.2324069,0.3637767,0.5510402,-0.2324069,0.3637767
3.6238142,0.3685325,-0.3204241,0.3810586,0.5371855,-0.2970988,0.3795014,0.5496832,-0.2340637,0.3634275,0.5496832,-0.2340637,0.3634275
3.6577978,0.3685811,-0.3204262,0.381055,0.5372891,-0.2974634,0.3794798,0.5501735,-0.2330205,0.3634333,0.5501735,-0.2330205,0.3634333
3.6897774,0.3685676,-0.3203976,0.3810481,0.5362296,-0.2955365,0.3786226,0.5502311,-0.2328168,0.3630457,0.5502311,-0.2328168,0.3630457
3.7237535,0.3685911,-0.3204116,0.3809994,0.5357298,-0.2957599,0.3784567,0.5495467,-0.2330581,0.3626972,0.5495467,-0.2330581,0.3626972
3.7567373,0.3687263,-0.3204064,0.3809535,0.535045,-0.2953946,0.3783571,0.5495231,-0.2316718,0.362424,0.5495231,-0.2316718,0.362424
3.7897159,0.3688955,-0.3204478,0.3809288,0.5362285,-0.2951199,0.3786317,0.5499644,-0.2334401,0.36308,0.5499644,-0.2334401,0.36308
3.826688,0.3690747,-0.3204277,0.3809395,0.5351866,-0.2956862,0.3787233,0.5502058,-0.2338004,0.3629366,0.5502058,-0.2338004,0.3629366
3.8556708,0.3692724,-0.3204537,0.380884,0.5360361,-0.2957186,0.3779718,0.551952,-0.2323989,0.3618513,0.551952,-0.2323989,0.3618513
