2.0210592 0.06253958 -0.2571287 0.07709962 0.08174682 -0.2081538 0.01759599 0.1197995 -0.1993259 0.01817345
2.0310512 0.2160386 -0.3127323 0.5355448 0.2315916 -0.3040606 0.5837356 0.2386769 -0.3482168 0.581807
2.0433284 0.2150973 -0.3120649 0.5353092 0.2252452 -0.3015721 0.5827587 0.2215194 -0.339729 0.5935664
2.0771861 0.2111303 -0.3112778 0.5306598 0.2205162 -0.2996404 0.5786493 0.2325065 -0.3427668 0.5786423
2.1089302 0.2083251 -0.310777 0.5289273 0.2179155 -0.2977952 0.5783688 0.2022016 -0.3335305 0.5969494
2.143952 0.2051823 -0.3101975 0.5279834 0.2134922 -0.2976826 0.5780818 0.1963168 -0.3320944 0.6063486
2.176004 0.2016909 -0.3087325 0.5268385 0.2092717 -0.2974724 0.577203 0.2196958 -0.3402037 0.576596
2.2096872 0.1968319 -0.3064135 0.5303761 0.2043759 -0.2976373 0.588146 0.1999282 -0.3386323 0.5889835
2.2436686 0.1928393 -0.3041526 0.5350379 0.2015709 -0.2966772 0.592531 0.1817106 -0.3317311 0.6103263
2.2774896 0.1882564 -0.3013691 0.531172 0.1985297 -0.2950149 0.5876821 0.2065684 -0.3408208 0.5811263
2.3093278 0.1846015 -0.2985341 0.5282437 0.1972054 -0.2914819 0.5854341 0.2049824 -0.3396527 0.5830324
2.3443075 0.1835864 -0.2984497 0.5264806 0.1987885 -0.2907073 0.5840504 0.2282788 -0.2262761 0.5498391
2.3763893 0.183467 -0.2962582 0.5259017 0.2025267 -0.2886307 0.5791313 0.2336596 -0.2241009 0.5476128
2.410381 0.1854197 -0.2939665 0.525014 0.2064323 -0.2860013 0.576956 0.2369555 -0.222078 0.5448112
2.4503853 0.1898402 -0.2949377 0.5311239 0.2099084 -0.2859308 0.5873255 0.2383544 -0.2213455 0.5449176
2.479418 0.1925522 -0.2936383 0.5305222 0.2143365 -0.2850622 0.5866396 0.2374923 -0.2209829 0.5439155
2.5095086 0.1931632 -0.2926379 0.5302384 0.2149789 -0.2837895 0.5861341 0.2376519 -0.2204598 0.5438049
2.5448902 0.1939244 -0.2915145 0.5315166 0.2144336 -0.2820754 0.5852056 0.2424521 -0.2175169 0.5448834
2.5763999 0.1933067 -0.2907437 0.5328416 0.2127466 -0.2810903 0.5890123 0.2391934 -0.2183164 0.5426883
2.6103361 0.1919963 -0.2912392 0.5344031 0.2097954 -0.2820119 0.5898465 0.2397015 -0.2195327 0.5401697
2.6441213 0.1902027 -0.2913829 0.5355299 0.2072166 -0.2819236 0.5908228 0.2353346 -0.2184619 0.5421844
2.6771015 0.1878963 -0.2910212 0.5360126 0.2057558 -0.2815701 0.5904041 0.2345885 -0.2146967 0.5428491
2.7100873 0.1860267 -0.2914112 0.536541 0.2016336 -0.2817513 0.5916681 0.2313803 -0.21409 0.5432116
2.7450646 0.1838205 -0.2919342 0.5374833 0.1975148 -0.2818747 0.5927427 0.2280222 -0.2149776 0.5439355
2.9139213 0.1726444 -0.2965573 0.5426731 0.1851162 -0.2834463 0.5993817 0.2201471 -0.2189926 0.5450813
